id,Gender,Age,City,Profession,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Job Satisfaction,Sleep Duration,Dietary Habits,Degree,Work/Study Hours,Financial Stress
38787,1,19,15,11,3,0,9,1,0,3,1,11,8,5
38789,1,22,6,11,5,0,8,5,0,2,1,25,12,5
38802,1,34,1,11,1,0,8,1,0,2,0,14,4,4
38811,1,18,14,11,5,0,7,2,0,2,1,11,11,5
38815,0,27,11,11,4,0,5,3,0,1,1,1,12,5
38817,0,20,31,11,5,0,9,1,0,3,0,11,6,5
38820,1,21,14,11,4,0,7,1,0,0,3,0,11,5
38821,1,29,21,11,4,0,7,3,0,0,3,6,11,5
38822,0,33,38,11,3,0,6,3,0,0,1,8,6,3
38832,0,26,1,11,3,0,8,1,0,2,3,6,3,3
38835,1,24,17,11,5,0,7,2,0,2,3,6,8,5
38842,1,21,14,11,1,0,6,2,0,3,1,0,10,1
38844,0,19,44,11,3,0,7,2,0,2,3,11,4,3
38851,0,21,6,11,2,0,9,3,0,2,0,0,5,5
38857,1,29,11,11,1,0,5,3,0,1,3,22,5,2
38872,0,28,6,11,4,0,5,2,0,0,1,12,12,2
38880,1,21,29,11,5,0,8,2,0,1,3,22,11,3
38885,0,25,8,11,1,0,7,4,0,3,0,10,9,5
38902,0,23,50,11,4,0,8,5,0,0,1,21,4,4
38903,0,28,48,11,2,0,8,3,0,0,1,3,12,1
38906,0,25,50,11,5,0,8,4,0,2,3,7,10,5
38908,1,33,45,11,4,0,5,4,0,3,1,16,8,5
38913,1,32,5,11,3,0,8,1,0,3,1,13,1,3
38914,0,33,3,11,3,0,9,1,0,2,3,15,8,2
38922,1,20,46,11,1,0,7,1,0,1,3,11,8,2
38923,1,27,29,11,5,0,9,3,0,3,0,4,4,1
38926,1,32,51,11,1,0,8,4,0,3,1,2,3,3
38929,1,19,25,11,2,0,7,5,0,2,1,11,6,3
38931,0,32,37,11,2,0,8,3,0,1,0,8,3,3
38933,1,19,1,11,2,0,8,3,0,2,3,11,10,5
38934,1,26,1,11,3,0,7,2,0,3,1,1,7,4
38943,0,33,8,11,1,0,8,3,0,1,3,9,12,3
38947,1,31,38,11,1,0,5,2,0,3,1,15,9,1
38949,1,18,17,11,2,0,7,4,0,1,3,11,6,5
38950,1,18,5,11,4,0,7,5,0,0,3,11,11,2
38955,0,33,44,11,3,0,5,5,0,0,1,9,2,3
38965,1,25,25,11,2,0,6,2,0,2,0,15,12,2
38973,1,28,46,11,3,0,5,5,0,0,1,10,12,3
38977,1,26,16,11,1,0,8,3,0,3,3,0,8,1
38983,1,25,37,11,1,0,5,4,0,3,1,20,0,4
38988,0,28,6,11,3,0,8,4,0,2,0,8,6,1
38990,1,31,44,11,1,0,8,1,0,3,1,2,9,1
38992,0,24,16,11,1,0,5,3,0,1,1,0,5,2
38993,1,27,17,11,5,0,8,2,0,2,3,19,11,1
38995,1,24,5,11,5,0,7,3,0,0,1,2,3,3
39001,0,32,14,11,5,0,5,1,0,2,1,4,11,4
39003,0,23,14,11,5,0,8,2,0,2,3,10,11,5
39007,1,33,25,11,3,0,6,2,0,2,1,15,10,4
39015,1,19,14,11,3,0,8,2,0,0,1,11,12,1
39017,0,19,49,11,2,0,5,5,0,0,1,11,11,5
39020,1,24,21,11,1,0,7,5,0,1,3,11,0,2
39027,0,31,8,11,1,0,5,2,0,1,3,12,0,4
39029,1,18,17,11,5,0,5,1,0,3,3,11,6,4
39030,1,26,38,11,4,0,6,3,0,1,1,6,11,3
39037,0,26,14,11,5,0,8,1,0,2,0,7,10,3
39048,1,33,21,11,3,0,9,3,0,1,3,17,1,2
39049,1,22,50,11,2,0,7,1,0,1,1,1,6,4
39059,1,19,16,11,4,0,6,3,0,1,0,11,12,3
39065,0,25,50,11,5,0,9,2,0,0,1,27,8,5
39071,1,21,24,11,3,0,8,2,0,1,3,11,5,5
39072,0,23,46,11,5,0,8,3,0,2,1,1,11,1
39081,1,24,50,11,5,0,5,3,0,2,1,21,0,4
39082,1,20,44,11,5,0,8,1,0,3,0,11,3,4
39089,0,24,17,11,4,0,5,3,0,1,1,11,5,3
39090,1,28,38,11,4,0,7,2,0,2,0,7,10,3
39093,0,22,11,11,2,0,7,5,0,0,1,0,12,3
39094,1,28,17,11,5,0,7,2,0,2,1,25,10,5
39099,1,21,46,11,1,0,7,1,0,1,3,4,0,1
39101,0,21,24,11,3,0,6,3,0,3,1,9,4,4
39115,1,24,46,11,1,0,8,3,0,3,1,1,0,1
39118,1,29,1,11,5,0,7,2,0,2,1,27,2,4
39119,1,33,5,11,3,0,9,4,0,0,1,20,8,3
39126,0,24,48,11,5,0,7,4,0,0,0,3,6,3
39127,1,24,40,11,4,0,8,3,0,2,3,0,10,4
39128,0,22,1,11,1,0,9,5,0,1,3,25,9,1
39129,0,25,15,11,2,0,5,5,0,0,0,4,9,5
39132,1,26,40,11,3,0,5,4,0,2,1,2,12,4
39136,1,27,21,11,1,0,9,2,0,1,1,4,10,2
39141,1,24,46,11,3,0,7,4,0,2,1,5,12,5
39151,1,25,48,11,1,0,7,5,0,0,1,4,12,1
39152,0,22,44,11,3,0,9,4,0,1,0,17,2,4
39154,1,19,29,11,5,0,8,2,0,1,0,11,12,3
39158,1,22,48,11,2,0,7,3,0,2,0,1,8,5
39159,1,27,24,11,3,0,7,4,0,0,1,19,12,4
39165,1,31,32,11,2,0,6,4,0,0,3,14,4,2
39173,1,20,6,11,3,0,5,5,0,1,3,11,7,4
39175,1,21,16,11,5,0,5,2,0,0,3,11,12,5
39183,1,24,6,11,3,0,7,4,0,0,0,25,10,4
39184,0,28,51,11,2,0,8,4,0,2,0,15,6,3
39186,1,28,3,11,3,0,6,1,0,3,1,1,6,3
39195,1,25,25,11,5,0,7,1,0,0,0,0,11,2
39196,0,20,25,11,2,0,5,2,0,0,0,11,3,1
39204,1,27,1,11,4,0,8,4,0,2,1,18,3,3
39210,1,21,2,11,5,0,9,1,0,3,1,11,0,3
39216,1,30,17,11,1,0,7,1,0,3,1,2,1,1
39218,1,26,29,11,5,0,9,3,0,2,3,13,11,4
39226,0,33,16,11,3,0,7,2,0,1,1,15,9,1
39228,1,23,39,11,4,0,6,4,0,1,3,1,11,5
39230,0,22,33,11,1,0,5,1,0,1,3,20,7,4
39237,0,34,15,11,2,0,8,4,0,3,0,4,6,3
39243,1,28,2,11,3,0,6,4,0,1,3,8,10,2
39244,1,34,5,11,1,0,9,4,0,1,0,12,6,1
39245,1,34,21,11,1,0,7,1,0,1,3,25,10,5
39255,1,29,24,11,3,0,9,1,0,1,1,12,8,4
39259,0,28,50,11,4,0,7,2,0,0,3,27,12,5
39264,1,31,45,11,3,0,5,1,0,1,0,22,12,4
39267,1,27,3,11,4,0,8,3,0,1,3,16,12,2
39269,1,24,11,11,3,0,9,4,0,2,1,0,4,4
39272,0,34,45,11,1,0,9,3,0,0,1,2,6,5
39278,0,31,40,11,5,0,9,1,0,0,0,19,7,5
39287,1,23,29,11,2,0,7,2,0,0,1,14,0,2
39290,0,33,17,11,1,0,9,3,0,0,1,8,12,3
39292,1,20,2,11,4,0,8,4,0,2,0,11,10,4
39294,0,31,9,11,2,0,7,2,0,1,3,9,10,1
39297,1,29,5,11,2,0,8,2,0,0,1,22,11,1
39298,0,28,14,11,5,0,5,4,0,0,1,16,8,3
39305,0,19,6,11,4,0,7,5,0,1,3,11,6,3
39309,1,28,50,11,4,0,8,4,0,1,3,7,2,4
39311,1,25,21,11,4,0,7,3,0,3,3,1,6,2
39312,0,30,21,11,4,0,8,3,0,2,3,25,6,2
39315,0,24,14,11,5,0,9,5,0,3,0,6,10,2
39319,1,30,45,11,3,0,6,5,0,0,0,4,12,2
39330,1,21,21,11,5,0,7,5,0,2,1,14,9,5
39333,1,23,25,11,5,0,5,2,0,2,1,14,11,4
39361,1,33,40,11,5,0,8,1,0,0,3,12,5,5
39362,1,19,24,11,5,0,6,4,0,0,0,11,3,5
39372,1,29,44,11,3,0,9,3,0,2,0,3,7,1
39385,0,18,46,11,3,0,7,2,0,2,3,11,10,4
39398,0,25,32,11,5,0,8,4,0,1,0,7,10,1
39399,1,28,50,11,5,0,5,1,0,1,1,14,6,5
39400,0,24,48,11,5,0,8,1,0,0,0,7,3,5
39401,0,22,51,11,3,0,5,2,0,2,0,10,10,3
39409,0,34,14,11,3,0,8,4,0,3,0,2,10,4
39419,1,33,1,11,3,0,8,1,0,1,3,27,8,5
39420,0,22,44,11,2,0,8,3,0,2,0,1,11,5
39423,0,33,39,11,3,0,9,2,0,2,1,2,6,5
39425,1,26,8,11,4,0,5,2,0,1,1,1,1,1
39428,0,18,39,11,2,0,5,5,0,3,0,11,2,3
39439,1,32,21,11,4,0,7,4,0,0,3,4,2,1
39443,1,27,17,11,1,0,9,1,0,0,3,25,0,2
39464,1,31,33,11,3,0,5,2,0,0,3,22,1,5
39466,0,25,40,11,3,0,9,1,0,0,0,7,10,2
39472,1,27,14,11,3,0,9,4,0,0,3,3,12,4
39473,0,19,50,11,5,0,7,2,0,1,0,11,0,1
39474,1,23,17,11,3,0,9,3,0,0,1,4,10,5
39475,0,21,17,11,3,0,8,1,0,0,3,9,10,3
39481,1,24,40,11,2,0,6,2,0,0,0,4,0,3
39486,1,30,32,11,5,0,6,4,0,0,3,18,11,3
39488,0,21,25,11,4,0,5,5,0,1,1,21,6,3
39489,0,23,46,11,3,0,5,1,0,1,3,10,11,5
39496,0,30,40,11,5,0,6,4,0,0,1,12,3,4
39497,1,21,14,11,5,0,6,5,0,1,3,14,2,5
39503,0,25,50,11,3,0,9,2,0,2,0,21,1,4
39509,1,31,38,11,5,0,9,5,0,2,3,15,12,5
39510,1,18,9,11,3,0,9,4,0,0,1,11,7,4
39512,0,21,25,11,2,0,9,1,0,2,3,20,4,5
39519,1,32,25,11,2,0,7,5,0,1,0,12,11,4
39525,1,32,14,11,4,0,6,5,0,2,0,19,4,1
39529,0,25,50,11,5,0,7,3,0,3,3,1,10,5
39532,1,25,46,11,3,0,7,2,0,3,1,2,2,4
39534,1,28,38,11,3,0,5,2,0,2,1,2,11,1
39535,1,29,11,11,5,0,5,5,0,3,3,21,6,1
39538,1,24,25,11,5,0,9,2,0,2,1,3,4,5
39549,0,20,14,11,5,0,8,1,0,3,3,11,6,4
39552,0,25,38,11,5,0,8,1,0,3,1,0,12,3
39566,0,28,51,11,4,0,6,5,0,4,1,15,8,3
39579,1,26,38,11,3,0,8,2,0,2,3,7,12,1
39581,1,21,40,11,2,0,5,1,0,1,0,1,11,1
39593,1,27,40,11,3,0,5,4,0,3,1,10,1,1
39594,0,20,8,11,3,0,6,3,0,2,1,11,11,5
39598,0,29,50,11,2,0,8,1,0,2,1,7,10,1
39600,1,30,45,11,3,0,5,4,0,0,0,1,2,1
39606,0,27,2,11,5,0,7,1,0,3,3,14,12,2
39613,0,18,48,11,3,0,7,5,0,0,3,11,7,5
39617,1,21,15,11,5,0,7,5,0,2,1,0,2,4
39622,1,26,45,11,5,0,9,2,0,1,0,6,5,4
39623,1,23,39,11,1,0,5,1,0,3,0,21,3,1
39634,0,34,16,11,3,0,6,4,0,1,1,18,6,4
39635,0,33,18,11,2,0,8,3,0,2,0,4,10,3
39645,1,33,8,11,1,0,7,4,0,0,0,27,0,1
39646,1,27,14,11,5,0,7,1,0,2,1,3,5,5
39648,1,25,3,11,1,0,5,3,0,0,3,27,7,5
39665,1,30,17,11,3,0,5,5,0,2,1,10,7,2
39683,1,20,8,11,4,0,9,4,0,1,1,11,8,3
39684,1,33,39,11,3,0,5,5,0,2,1,17,1,1
39690,1,29,11,11,5,0,5,4,0,0,0,12,5,5
39701,1,26,24,11,3,0,8,5,0,2,1,4,0,1
39709,1,23,1,11,1,0,6,3,0,0,0,8,3,2
39712,0,24,16,11,2,0,5,5,0,0,3,27,6,5
39717,1,21,5,11,5,0,9,4,0,0,1,9,11,3
39720,1,27,24,11,2,0,9,2,0,3,0,3,0,3
39731,1,31,18,11,1,0,7,2,0,2,3,7,3,2
39746,0,21,49,11,5,0,8,3,0,2,3,0,8,5
39750,1,23,25,11,2,0,8,2,0,2,1,0,8,5
39752,1,29,44,11,1,0,7,5,0,3,1,3,6,1
39756,0,28,21,11,2,0,9,1,0,3,3,7,10,5
39757,1,27,38,11,3,0,6,4,0,1,0,2,10,5
39758,0,28,46,11,1,0,9,4,0,2,1,25,7,1
39770,1,33,14,11,3,0,6,1,0,0,3,4,12,2
39772,0,33,50,11,5,0,5,5,0,3,1,21,8,1
39784,0,31,37,11,5,0,5,1,0,3,0,17,9,3
39787,1,28,49,11,5,0,8,1,0,3,3,11,7,4
39791,0,23,51,11,3,0,7,4,0,1,0,5,9,5
39796,1,25,46,11,3,0,9,4,0,0,3,24,0,1
39798,1,23,25,11,2,0,6,5,0,3,0,1,2,2
39803,1,19,44,11,3,0,6,4,0,2,1,11,4,1
39806,0,26,40,11,3,0,7,2,0,0,1,6,5,1
39808,1,34,51,11,1,0,5,3,0,2,0,10,10,2
39809,1,20,2,11,4,0,8,4,0,2,1,11,4,3
39810,0,25,44,11,5,0,5,5,0,2,1,8,8,2
39813,0,29,16,11,5,0,8,2,0,1,0,24,9,3
39814,0,29,16,11,5,0,9,1,0,2,3,12,6,4
39834,0,27,45,11,4,0,9,2,0,2,3,25,0,5
39842,1,20,25,11,2,0,6,1,0,3,0,11,6,5
39847,0,31,24,11,5,0,5,2,0,3,1,2,3,1
39852,1,33,44,11,2,0,5,1,0,0,3,17,1,5
39864,0,31,1,11,1,0,9,1,0,1,3,15,1,3
39883,1,21,33,11,4,0,6,4,0,3,1,11,8,5
39884,0,20,18,11,4,0,5,2,0,3,3,11,7,2
39899,1,30,6,11,2,0,9,5,0,1,3,13,0,3
39922,0,25,51,11,3,0,6,3,0,1,1,15,4,2
39923,1,32,50,11,4,0,9,1,0,2,1,4,3,2
39934,0,23,1,11,5,0,5,2,0,2,0,7,2,4
39935,1,30,40,11,3,0,8,4,0,3,0,11,11,5
39943,0,31,17,11,1,0,8,5,0,0,1,16,12,2
39947,0,23,40,11,5,0,8,3,0,0,3,19,11,5
39958,1,21,39,11,1,0,8,1,0,1,3,1,10,4
39964,1,25,37,11,4,0,7,1,0,2,1,22,0,4
39966,1,23,2,11,5,0,7,1,0,0,0,14,2,2
39968,0,19,17,11,5,0,5,4,0,1,1,11,10,5
39974,1,18,46,11,5,0,8,4,0,2,3,11,8,4
39986,0,29,45,11,5,0,5,3,0,2,1,25,12,5
39991,1,34,1,11,3,0,9,3,0,1,3,12,10,4
39994,1,20,24,11,4,0,8,1,0,3,0,11,9,5
39996,0,21,11,11,2,0,7,2,0,3,1,0,12,3
40000,1,19,2,11,5,0,9,3,0,3,3,11,6,4
40001,0,30,9,11,3,0,9,2,0,2,1,5,9,1
40015,1,21,17,11,2,0,7,5,0,1,3,21,11,1
40017,1,22,17,11,3,0,8,1,0,2,0,6,10,5
40019,0,25,1,11,3,0,9,2,0,2,0,0,9,2
40020,0,25,8,11,5,0,7,1,0,2,3,2,0,5
40022,0,24,45,11,1,0,5,3,0,2,3,11,12,5
40025,1,33,33,11,1,0,7,3,0,0,0,14,0,5
40027,1,26,24,11,3,0,9,2,0,0,3,1,10,5
40031,1,32,46,11,3,0,9,2,0,0,3,20,1,5
40034,0,32,18,11,1,0,8,4,0,2,1,14,5,5
40035,1,21,3,11,4,0,7,2,0,2,3,1,6,3
40050,1,29,15,11,2,0,9,2,0,1,3,3,9,1
40056,0,34,17,11,2,0,9,5,0,2,0,2,8,4
40063,0,20,46,11,3,0,5,5,0,2,1,11,9,3
40068,1,20,25,11,4,0,5,4,0,2,3,11,9,5
40075,1,20,11,11,2,0,7,5,0,3,0,11,12,4
40081,1,34,29,11,1,0,7,3,0,1,3,2,10,1
40089,1,28,21,11,3,0,8,4,0,2,3,0,10,1
40107,1,34,11,11,3,0,9,2,0,3,1,3,2,2
40109,0,34,21,11,2,0,9,4,0,2,1,27,11,1
40113,0,21,45,11,5,0,6,1,0,2,1,0,7,2
40115,0,23,6,11,5,0,8,1,0,2,1,7,12,2
40124,1,29,8,11,2,0,6,3,0,2,0,22,8,5
40125,1,20,3,11,3,0,9,3,0,0,1,11,11,5
40133,0,31,24,11,5,0,5,1,0,3,0,27,8,1
40143,0,23,5,11,5,0,7,5,0,3,1,5,4,2
40155,1,18,45,11,1,0,7,3,0,3,0,11,8,2
40160,1,25,25,11,1,0,9,5,0,2,0,3,0,1
40169,1,18,24,11,5,0,6,1,0,0,3,11,4,2
40171,1,25,16,11,3,0,7,2,0,0,3,25,3,5
40172,1,20,44,11,3,0,5,3,0,2,3,11,0,2
40177,0,25,50,11,3,0,9,5,0,3,0,15,3,5
40178,1,22,17,11,1,0,9,3,0,2,3,6,8,1
40183,1,25,29,11,3,0,7,3,0,2,0,0,0,1
40195,0,21,3,11,2,0,7,5,0,0,0,18,3,2
40203,0,31,14,11,3,0,9,4,0,3,0,13,3,3
40213,0,34,3,11,1,0,9,4,0,2,3,2,9,3
40219,0,18,44,11,4,0,8,4,0,1,3,11,6,3
40230,1,29,3,11,3,0,7,5,0,1,3,7,6,4
40233,1,21,50,11,4,0,9,4,0,1,3,5,12,4
40237,0,19,51,11,4,0,8,5,0,1,0,11,7,3
40239,0,20,38,11,4,0,9,4,0,1,1,11,9,3
40240,1,34,33,11,1,0,7,1,0,2,1,7,12,1
40247,0,30,44,11,5,0,9,1,0,2,1,0,8,5
40249,1,25,44,11,5,0,8,1,0,2,3,0,9,2
40258,1,34,37,11,2,0,6,2,0,2,3,16,9,2
40261,0,19,39,11,5,0,6,5,0,1,3,11,8,5
40263,1,18,46,11,5,0,8,4,0,1,0,11,7,4
40266,0,31,29,11,5,0,6,5,0,2,1,2,10,5
40267,0,31,6,11,4,0,7,3,0,3,3,25,3,2
40275,1,21,24,11,1,0,9,5,0,1,0,2,6,5
40279,0,21,51,11,5,0,8,1,0,1,3,21,11,5
40282,0,18,2,11,5,0,6,4,0,3,1,11,7,5
40285,1,24,3,11,5,0,8,3,0,2,1,10,7,2
40300,0,26,16,11,5,0,5,1,0,2,3,17,11,3
40306,1,27,14,11,4,0,8,2,0,2,1,2,5,3
40315,1,18,21,11,4,0,8,1,0,0,0,11,12,1
40320,0,23,44,11,2,0,5,3,0,0,3,8,6,4
40326,1,20,24,11,4,0,8,5,0,2,3,11,2,2
40332,1,25,18,11,2,0,9,3,0,2,3,11,11,4
40337,1,31,44,11,2,0,5,3,0,2,1,4,6,1
40339,1,25,6,11,4,0,8,5,0,3,3,4,11,2
40348,1,28,44,11,3,0,5,5,0,3,0,25,7,1
40349,0,28,9,11,1,0,7,3,0,1,3,22,0,1
40352,1,27,15,11,2,0,8,5,0,2,1,14,12,5
40353,1,18,3,11,5,0,8,3,0,0,1,11,1,3
40357,0,20,32,11,4,0,8,1,0,0,1,11,8,1
40360,1,28,14,11,4,0,9,2,0,1,3,16,5,5
40365,1,20,49,11,4,0,5,3,0,0,3,11,7,4
40376,1,19,21,11,4,0,7,5,0,2,3,11,9,2
40384,0,18,15,11,1,0,6,4,0,3,3,11,3,2
40387,0,24,44,11,3,0,6,1,0,2,0,26,12,5
40400,0,29,3,11,4,0,7,5,0,0,3,8,7,1
40405,1,28,1,11,3,0,7,3,0,0,0,14,8,3
40408,1,20,32,11,3,0,8,2,0,1,1,11,0,4
40410,1,20,14,11,3,0,7,3,0,1,0,11,8,3
40421,0,32,18,11,4,0,7,2,0,1,1,10,1,1
40435,0,24,1,11,3,0,9,2,0,0,1,3,9,2
40440,1,30,45,11,5,0,5,4,0,3,3,2,8,2
40444,0,33,1,11,5,0,5,1,0,0,1,1,9,1
40448,0,29,45,11,1,0,5,2,0,2,1,19,12,4
40449,1,25,1,11,1,0,9,2,0,3,3,6,3,5
40450,1,28,39,11,3,0,6,3,0,2,1,2,0,2
40458,1,19,40,11,4,0,8,4,0,1,3,11,1,2
40459,0,28,45,11,1,0,7,1,0,2,1,7,10,3
40462,1,28,38,11,3,0,9,5,0,1,3,0,11,3
40467,0,24,44,11,4,0,9,2,0,1,3,0,10,4
40471,1,31,32,11,5,0,7,2,0,1,1,22,9,1
40476,0,28,33,11,3,0,5,5,0,1,1,21,1,1
40477,1,24,17,11,5,0,6,2,0,0,3,3,8,4
40494,1,28,15,11,5,0,9,2,0,3,3,0,11,4
40497,0,34,44,11,3,0,9,3,0,3,1,2,9,2
40500,0,23,2,11,5,0,8,2,0,3,3,25,7,4
40506,1,31,16,11,2,0,5,2,0,3,0,14,2,1
40507,0,30,6,11,5,0,9,1,0,3,3,24,11,2
40520,1,34,14,11,3,0,8,1,0,3,1,12,0,1
40521,1,21,39,11,5,0,9,1,0,1,0,24,9,3
40522,1,23,11,11,3,0,6,2,0,2,1,13,3,1
40527,1,24,5,11,2,0,6,2,0,1,3,5,3,4
40531,1,20,25,11,3,0,8,1,0,2,0,11,3,4
40533,0,19,17,11,1,0,6,2,0,2,3,11,12,1
40539,1,34,45,11,3,0,6,2,0,0,1,21,8,2
40542,1,27,16,11,4,0,6,2,0,1,3,21,12,4
40550,1,34,51,11,2,0,9,1,0,0,1,15,8,3
40559,1,25,37,11,5,0,8,2,0,1,3,27,3,5
40569,0,22,51,11,1,0,8,2,0,0,1,19,5,2
40584,1,28,14,11,4,0,9,2,0,2,3,17,2,4
40596,0,25,50,11,5,0,7,4,0,2,1,9,7,5
40602,0,26,39,11,3,0,7,4,0,3,1,25,5,4
40606,1,30,40,11,3,0,5,4,0,3,1,14,10,5
40615,1,29,51,11,3,0,9,2,0,2,1,1,2,5
40620,0,21,29,11,5,0,8,1,0,2,1,1,12,2
40622,0,29,5,11,2,0,9,2,0,2,0,17,6,5
40625,1,20,1,11,2,0,9,1,0,0,1,11,4,2
40626,0,20,18,11,3,0,9,4,0,0,1,11,8,5
40631,1,27,5,11,2,0,5,4,0,2,1,15,1,1
40635,1,33,2,11,5,0,6,1,0,3,1,22,11,5
40638,0,25,17,11,4,0,5,1,0,2,1,10,9,3
40653,0,24,39,11,1,0,6,3,0,0,3,19,7,5
40654,1,31,21,11,5,0,6,1,0,3,3,4,6,2
40655,1,19,51,11,5,0,9,1,0,1,1,11,10,2
40661,1,34,40,11,2,0,9,4,0,2,1,1,2,1
40671,1,30,14,11,5,0,9,3,0,1,3,17,10,5
40672,1,19,9,11,5,0,8,1,0,1,1,11,11,2
40688,0,31,39,11,1,0,8,4,0,2,1,14,10,2
40691,0,18,45,11,2,0,9,5,0,1,1,11,6,3
40695,1,18,8,11,4,0,8,4,0,3,1,11,12,5
40697,0,34,11,11,5,0,7,4,0,1,1,23,8,1
40700,1,26,46,11,2,0,5,3,0,2,1,16,4,4
40703,0,29,51,11,3,0,8,1,0,0,1,2,7,4
40707,0,33,18,11,2,0,5,4,0,0,0,14,0,1
40711,1,27,33,11,3,0,6,3,0,1,0,16,5,4
40719,0,27,17,11,5,0,5,1,0,2,1,14,12,3
40723,1,23,39,11,1,0,6,2,0,3,0,9,1,2
40725,0,19,5,11,3,0,8,4,0,1,1,11,3,2
40728,0,24,14,11,2,0,7,5,0,2,1,0,12,5
40731,1,23,17,11,1,0,6,3,0,3,3,27,12,5
40734,1,26,45,11,4,0,6,5,0,1,1,22,11,5
40735,1,24,45,11,3,0,8,3,0,2,3,20,10,3
40739,0,27,24,11,3,0,7,4,0,2,3,10,12,1
40740,1,23,3,11,2,0,8,5,0,2,3,10,11,3
40742,1,24,49,11,1,0,7,3,0,1,0,17,3,3
40744,1,22,40,11,3,0,5,2,0,1,1,23,11,4
40754,0,27,39,11,5,0,9,4,0,2,0,6,8,4
40763,0,28,48,11,4,0,5,5,0,2,3,22,0,1
40768,0,29,48,11,1,0,6,2,0,3,1,4,4,4
40773,1,20,15,11,3,0,8,4,0,0,1,11,10,4
40779,1,24,50,11,5,0,8,4,0,2,0,4,10,2
40797,1,22,8,11,3,0,6,1,0,2,1,20,4,4
40800,1,25,11,11,5,0,7,2,0,2,1,16,9,3
40802,1,24,16,11,1,0,8,4,0,3,1,1,4,1
40804,0,26,14,11,5,0,9,2,0,2,1,23,5,5
40809,1,21,1,11,2,0,5,4,0,2,1,2,7,1
40812,1,33,1,11,4,0,9,2,0,3,1,6,10,5
40819,0,23,50,11,5,0,5,1,0,1,3,17,10,5
40821,0,30,44,11,2,0,7,5,0,0,1,10,9,2
40826,0,26,16,11,3,0,8,2,0,3,3,7,10,2
40831,1,21,5,11,1,0,7,1,0,3,1,18,7,2
40834,1,18,24,11,5,0,7,3,0,1,1,11,10,4
40836,1,18,3,11,2,0,9,5,0,2,1,11,2,4
40839,0,19,32,11,5,0,7,1,0,0,0,11,12,2
40851,0,24,17,11,3,0,7,3,0,2,3,2,6,5
40853,1,26,46,11,3,0,9,4,0,3,1,0,10,5
40856,0,32,17,11,3,0,7,4,0,2,1,2,8,4
40860,1,29,33,11,5,0,5,2,0,0,1,2,12,3
40866,0,28,6,11,5,0,6,3,0,0,3,27,11,2
40867,0,29,46,11,5,0,8,1,0,1,1,23,11,5
40871,0,27,5,11,4,0,5,5,0,2,0,4,8,1
40875,1,28,46,11,4,0,9,2,0,0,3,3,12,3
40876,1,27,40,11,3,0,8,4,0,0,3,0,12,4
40888,0,25,8,11,1,0,9,4,0,2,3,10,9,2
40902,1,33,5,11,5,0,9,1,0,3,3,24,3,1
40903,1,29,9,11,2,0,5,5,0,1,1,17,10,4
40906,1,19,46,11,5,0,6,4,0,2,0,11,12,5
40907,0,30,33,11,1,0,5,1,0,3,3,7,7,2
40911,0,34,25,11,1,0,7,3,0,2,1,1,5,2
40914,0,33,44,11,4,0,9,5,0,3,0,19,3,1
40916,1,24,9,11,4,0,8,1,0,3,3,11,8,5
40917,0,19,24,11,4,0,9,2,0,2,3,11,4,5
40924,1,18,45,11,3,0,6,2,0,1,3,11,12,4
40930,1,20,17,11,5,0,6,1,0,0,3,11,7,4
40939,1,19,50,11,3,0,7,2,0,3,0,11,7,1
40946,0,33,51,11,4,0,5,2,0,1,1,19,5,2
40951,0,22,6,11,2,0,5,2,0,0,3,1,3,3
40954,1,23,51,11,4,0,7,4,0,1,0,10,12,5
40958,1,20,32,11,2,0,9,3,0,2,0,11,4,4
40959,0,23,3,11,1,0,9,2,0,3,3,2,7,2
40961,0,30,50,11,3,0,6,2,0,3,0,7,2,2
40963,1,20,3,11,4,0,7,3,0,1,3,11,8,4
40964,0,20,44,11,3,0,7,4,0,0,1,11,12,1
40966,1,32,51,11,5,0,8,3,0,1,1,2,11,3
40969,1,21,32,11,5,0,5,3,0,3,3,1,8,5
40971,0,20,25,11,4,0,5,1,0,2,3,11,1,3
40976,1,31,39,11,3,0,7,5,0,0,3,22,9,5
40981,1,34,50,11,2,0,9,4,0,0,1,12,10,3
40990,0,23,21,11,3,0,9,2,0,1,0,21,2,4
40992,1,29,44,11,5,0,9,1,0,3,1,3,4,3
40997,0,27,38,11,5,0,5,5,0,1,0,3,4,2
41012,0,29,21,11,2,0,9,1,0,0,0,8,6,1
41013,1,23,17,11,5,0,6,2,0,1,3,6,5,4
41016,0,21,2,11,2,0,9,4,0,1,3,1,11,4
41018,0,24,50,11,5,0,7,4,0,2,1,7,10,2
41024,0,33,37,11,3,0,5,2,0,3,0,25,6,5
41031,1,22,38,11,3,0,10,1,0,1,1,9,4,1
41040,0,25,3,11,4,0,9,4,0,0,0,17,5,5
41042,1,25,14,11,3,0,9,3,0,0,3,2,9,3
41050,1,20,16,11,3,0,5,4,0,2,1,11,1,3
41053,1,24,6,11,4,0,5,3,0,2,0,8,8,3
41057,0,19,8,11,3,0,5,4,0,3,1,11,1,2
41060,1,20,45,11,1,0,8,5,0,1,0,11,4,3
41065,1,33,39,11,3,0,9,4,0,2,3,2,10,5
41076,1,25,17,11,5,0,7,5,0,2,3,1,10,4
